,OBJECTID,REFVAL,ADDRESS,PROPOSAL,STATUS,DECISION,DEC_DATE,SHAPE.AREA,SHAPE.LEN,OBJECTID_1,StartYear,Postcode
9367,191183,15/01660/H,2 Lilymead AvenueBristolBS4 2BX,Proposed single storey extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1942290432.0,0,0,191183,15,BS4 2BX
9407,191286,15/02107/F,2 Filwood BroadwayBristolBS4 1JN,Change of use from religious convent (Sui Generis Use) to accommodation for religious community (Sui Generis Use).,GRANTED subject to condition(s),GRANTED subject to condition(s),1621723136.0,0,0,191286,15,BS4 1JN
9432,191330,15/01647/H,19 Churchill RoadBristolBS4 3RN,Rear single storey extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1683090432.0,0,0,191330,15,BS4 3RN
9442,191377,15/00947/F,Gospel HallBellevue RoadBristolBS4 2BG,Proposed conversion of the remaining part of the Totterdown Gospel Hall into a maisonette using the existing entrance off Cambridge Street.,GRANTED subject to condition(s),GRANTED subject to condition(s),412123136.0,0,0,191377,15,BS4 2BG
9452,191394,15/00844/P,Building To Rear Of 509A Bath RoadBrislingtonBristolBS4 3LA,Residential Development.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1920676864.0,0,0,191394,15,BS4 3LA
9464,191410,15/02108/H,382 Wells RoadKnowleBristolBS4 2QP,Retention of an amateur radio mast and antenna in rear garden.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1204444160.0,0,0,191410,15,BS4 2QP
9489,191462,14/04725/F,34 Manworthy RoadBristolBS4 4PR,Construction of new dwelling adjacent to no. 34.,GRANTED subject to condition(s),GRANTED subject to condition(s),1546625024.0,0,0,191462,14,BS4 4PR
9490,191464,15/01033/H,24 Braikenridge RoadBristolBS4 3SW,Side garage extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1917257728.0,0,0,191464,15,BS4 3SW
9507,191508,14/05348/F,516 Bath RoadBrislingtonBristolBS4 3JY,Demolition of an existing garage and construction of a single storey annexed accommodation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1193142272.0,0,0,191508,14,BS4 3JY
9528,191550,15/02480/F,The Knowle Hotel Leighton RoadKnowleBristolBS4 2LL,Proposed new kitchen extraction flue.,GRANTED subject to condition(s),GRANTED subject to condition(s),-858844160.0,0,0,191550,15,BS4 2LL
9594,191673,14/06184/H,61 Woodbridge RoadBristolBS4 2EX,"Demolition of existing conservatory and construction of new entrance, single storey rear and side extensions.",GRANTED subject to condition(s),GRANTED subject to condition(s),250625024.0,0,0,191673,14,BS4 2EX
9606,191693,15/01657/H,6 Maesknoll RoadBristolBS4 2HF,Rear extension and enlargement of lean-to to create side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-451876864.0,0,0,191693,15,BS4 2HF
9622,191726,15/02760/F,11 Harrowdene RoadBristolBS4 2JD,"Proposed single storey 2 bed dwelling on land to the rear of 9-13 Hampden Road, accessed off Harrowdene Road.",GRANTED subject to condition(s),GRANTED subject to condition(s),-229011456.0,0,0,191726,15,BS4 2JD
9634,191747,15/01930/H,Elmira66 Hungerford RoadBristolBS4 5HW,First floor extension to create additional bedrooms and en-suite shower room.,GRANTED subject to condition(s),GRANTED subject to condition(s),-106276864.0,0,0,191747,15,BS4 5HW
9665,191806,14/05655/F,3 Newry WalkBristolBS4 1LU,Construction of attached two storey dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),275657728.0,0,0,191806,14,BS4 1LU
9668,191811,14/05946/F,63 Talbot RoadBristolBS4 2NN,Proposed extension to form new dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),1560355840.0,0,0,191811,14,BS4 2NN
9718,191950,14/05469/F,35 Lilymead AvenueBristolBS4 2BY,Change of use from residential care home to single dwelling with a single storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-872574976.0,0,0,191950,14,BS4 2BY
9724,191966,14/06170/A,DunelmTramway RoadBristolBS4 3LP,"2  no. Internally illuminated box signs and 2 no. no illuminated sets of letters to the building, 2 no. non-illuminated building entrance/exit signs, and 1 no. set of 7 non-illuminated poster frames.",GRANTED subject to condition(s),GRANTED subject to condition(s),1139657728.0,0,0,191966,14,BS4 3LP
9732,191996,14/02283/F,Land Adjacent To No 44Conway RoadBristolBS4 3RE,Construction of 2 semi-detached houses.,GRANTED subject to condition(s),GRANTED subject to condition(s),1187294208.0,0,0,191996,14,BS4 3RE
9788,192106,15/00866/H,55 Arlington RoadBristolBS4 4AJ,Erection of a rear roof extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),621257728.0,0,0,192106,15,BS4 4AJ
9805,192145,15/02944/F,5 Newry WalkBristolBS4 1LU,"Construction of a new dwelling with access, screening, parking, landscaping and associated works.",GRANTED subject to condition(s),GRANTED subject to condition(s),-56211456.0,0,0,192145,15,BS4 1LU
9827,192195,15/00731/H,28 Hulse RoadBristolBS4 5AL,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-649709568.0,0,0,192195,15,BS4 5AL
9831,192199,15/00939/F,30 Woodside RoadBristolBS4 4DP,Attached two storey house.,GRANTED subject to condition(s),GRANTED subject to condition(s),-736109568.0,0,0,192199,15,BS4 4DP
9850,192233,15/03923/F,Unit 7Whitby Road Trading EstateWhitby RoadBristolBS4 3QF,Change of use from use class B2 (general industrial) to use class D1 (training purposes).,GRANTED subject to condition(s),GRANTED subject to condition(s),1426319360.0,0,0,192233,15,BS4 3QF
9858,192249,14/05495/A,17 Broad WalkBristolBS4 2RA,"Internally illuminated replacement fascia and projecting signs,",GRANTED subject to condition(s),GRANTED subject to condition(s),1892225024.0,0,0,192249,14,BS4 2RA
9873,192275,15/01814/F,74 Park StreetTotterdownBristolBS4 3BJ,"Construction of two storey, 2 no. 4 bed apartments.",GRANTED subject to condition(s),GRANTED subject to condition(s),671323136.0,0,0,192275,15,BS4 3BJ
9918,192354,15/01704/H,22 St Martins RoadBristolBS4 2NG,2 Storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1423890432.0,0,0,192354,15,BS4 2NG
9953,192432,15/03187/H,538 Bath RoadBrislingtonBristolBS4 3JZ,Proposed artist's workshop at bottom of rear garden.,GRANTED subject to condition(s),GRANTED subject to condition(s),375788544.0,0,0,192432,15,BS4 3JZ
9960,192448,15/03283/H,26 Lanes EndBristolBS4 5DP,Single storey rear extension and alterations to pitch of existing garage roof.,GRANTED subject to condition(s),GRANTED subject to condition(s),375788544.0,0,0,192448,15,BS4 5DP
9979,192499,15/01692/A,Former Pizza HutWhitby RoadBristolBS4 8QS,"4x externally illuminated fascia signs, 1 No. post mounted sign and 8 No. flags.",GRANTED subject to condition(s),GRANTED subject to condition(s),1683090432.0,0,0,192499,15,BS4 8QS
9994,192517,15/02093/H,17 Queenshill RoadBristolBS4 2XL,Erection of a single storey rear extension. Provision of new window on side elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-451876864.0,0,0,192517,15,BS4 2XL
