OBJECTID,REFVAL,ADDRESS,PROPOSAL,STATUS,DECISION,DEC_DATE,SHAPE.AREA,SHAPE.LEN,OBJECTID_1
175293,12/02938/F,"Avonmouth DocksSt Andrews RoadAvonmouthBristolBS11 9DQ",Change of use of land from port operational land to temporary contractor's car park and short term laydown area ancillary to consented biomass fuelled electricity generating station (LPA Ref 12/01530/X).,GRANTED subject to condition(s),GRANTED subject to condition(s),1355236352,0,0,175293
175296,12/04740/VP,"25, 27 & 29 Parrys CloseBristolBS9 1AW",Fell a western red cedar (T27) on accessway into the properties covered by a tree preservation order no. 924,GRANTED,GRANTED,-1507265536,0,0,175296
175306,12/04755/H,"64 Upper Cranbrook RoadBristolBS6 7UP",Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1852865536,0,0,175306
175307,12/04728/F,"Unit A Bath Road Retail ParkTramway RoadBristolBS4 3LP","Alterations to Unit A including its partial demolition, insertion of mezzanine floor and re-cladding together with the erection of unit for class D2 (gym) use and associated car park, servicing and landscape alterations. (Major application)",GRANTED subject to condition(s),GRANTED subject to condition(s),-556865536,0,0,175307
175311,12/04799/A,"Natwest Bank290 Wells RoadKnowleBristolBS4 2QA","Fascia, projecting sign, nameplate, A1 posters, plasma screen, ATM surround, Car Park sign.",GRANTED subject to condition(s),GRANTED subject to condition(s),-124865536,0,0,175311
175313,12/00625/F,"Longhills160 Whitefield RoadBristolBS5 7TZ",A new conservatory to an existing homeless persons accommodation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-854829056,0,0,175313
175314,12/00641/LA,"Brook EndRectory GardensBristolBS10 7AQ",Installation of new wood pellet boiler and external flue.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1200429056,0,0,175314
175318,12/00709/A,"38 - 46 BroadmeadBristolBS1 3HB",Integral illumination and screen to the ATM fascia. Internally illuminated CASH sign above the ATM fascia.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1780196352,0,0,175318
175321,12/00884/VP,"32 - 34 Zetland RoadBristolBS6 7AB",T1 (Beech) Crown reduction 20% protected by tree preservation order no. 646,GRANTED subject to condition(s),GRANTED subject to condition(s),9170944,0,0,175321
175323,12/01929/FB,"St Peters Church Of England Primary SchoolEllfield CloseBristolBS13 8EF","Installation of 2 no. Portakabin Classroom blocks linked to the main School (double classroom block linked to the old Junior School, & single classroom block to the old infants school), remodelling of the internal School layout, and external alterations for the increased pupil numbers in September 2012.Portakabin Classroom blocks to be purchased from Portakabin Ltd. Internal remodelling, and external alterations by Bristol City Council.",GRANTED subject to condition(s),GRANTED subject to condition(s),207003648,0,0,175323
175324,12/01787/LA,"37 Royal York CrescentBristol","Replacement of two concealed timber lintels above the kitchen window within Flat 4, with a combination of steel and concrete lintels in accordance with structural engineer's specification. Replacement of rainwater disposal goods to the rear elevation of the property.",GRANTED subject to condition(s),GRANTED subject to condition(s),1268836352,0,0,175324
175328,12/02224/LA,"46 Regent StreetBristolBS8 4HU",Replacement of window and door frames and glazing including like for like redecoration.,GRANTED subject to condition(s),GRANTED subject to condition(s),-2130944,0,0,175328
175330,12/02226/F,"40 Fraser StreetBristol","Conversion of property currently arranged as two flats to a single dwelling house and extension to rear at ground floor level, insertion of a door to the rear of the proposed kitchen to provide access to garden over a metal mesh deck with  timber handrails, and insertion of sliding doors replacing existing first floor window to the proposed living room with a juliet rail.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1236763648,0,0,175330
175333,12/02235/F,"21 & 23 Cote ParkBristolBS9 2AE",Erection of single storey side and two storey rear extension to no. 21 Cote Park.  Erection of two storey rear extension to no. 23 Cote Park.,GRANTED subject to condition(s),GRANTED subject to condition(s),1762203648,0,0,175333
175336,12/02202/F,"15 Aberdeen RoadBristol",Replacement of existing uPVC French Doors with new painted timber French Doors.,GRANTED subject to condition(s),GRANTED subject to condition(s),1848603648,0,0,175336
175337,12/02203/LA,"15 Aberdeen RoadBristol",Replacement of existing uPVC French Doors with new painted timber French Doors.,GRANTED subject to condition(s),GRANTED subject to condition(s),1157403648,0,0,175337
175338,12/02248/H,"4 East Priory CloseBristolBS9 4DF","Demolish side attached garage & erect two storey side extension, extend single storey to the rear and side. (Amendment to pervious refused application 12/01007/H).",GRANTED subject to condition(s),GRANTED subject to condition(s),-311396352,0,0,175338
175339,12/02214/H,"11 Percival RoadBristolBS8 3LN","Demolition of existing single storey rear extension, removal of existing ground floor rear bay window and demolition of single storey entry porch. Construction of new enlarged single storey rear extension, new bay window and new enlarged single storey entry porch.",GRANTED subject to condition(s),GRANTED subject to condition(s),34203648,0,0,175339
175340,12/02255/VP,"48 Glen DriveBristolBS9 1SB",Fell two silver birch  (T1 & T2) and crown reduce by 25% & crown thin by 10% of an oak (T3) in rear garden. Protected by tree preservation order no. 247.,GRANTED,GRANTED,1762203648,0,0,175340
175341,12/02582/H,"26 Pitlochry CloseBristolBS7 0TU",Conservatory to rear of property,GRANTED subject to condition(s),GRANTED subject to condition(s),836836352,0,0,175341
175342,12/02702/F,"13 Glentworth RoadRedlandBristol",New first floor window at eastern elevation,GRANTED subject to condition(s),GRANTED subject to condition(s),1441636352,0,0,175342
175346,12/03095/LA,"Top Floor Flat69 Lower Redland RoadBristolBS6 6SP",Replacement of rotten window frames and windows on a like for like basis.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1038930944,0,0,175346
175348,12/03098/F,"Riverside HouseWelsh BackBristolBS1 4RR","Retention of development for change of use of basement, ground and first floor to A3 use (with associated plant and equipment), erection of additional fourth and fifth floors and conversion to 14 flats (12 x 2 bedroom, 1 x 3 bedroom and 1 x 4 bedroom), the proposals include physical modifications to the as built scheme and provision is made for 4 No. residential parking spaces (Major application).",GRANTED subject to condition(s),GRANTED subject to condition(s),1380269056,0,0,175348
175349,12/03103/F,"Tesco Stores LtdCallington RoadBristolBS4 5AY",Installation of a canopy over the space formerly taken up by 8 parking spaces within the store car park.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1643730944,0,0,175349
175351,12/03097/F,"98 Lodge CausewayBristolBS16 3JP",Change of the existing Class C2 (Use for the provision of residential accommodation and care to people in need) to Class C3 (use as a dwelling house).,GRANTED subject to condition(s),GRANTED subject to condition(s),22901760,0,0,175351
175352,12/03158/H,"40 York RoadMontpelierBristolBS6 5QF",Construction of greenhouse with a balcony over on gable end of house.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1125330944,0,0,175352
175362,12/04769/F,"Ground Floor190 - 192 West StreetBedminsterBristolBS3 3NB","Conversion of ground floor of retail premises into 2 no. self-contained, 1-bed flats and associated external alterations.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1161665536,0,0,175362
175363,12/04785/F,"Temple WorksMerrywood RoadBristolBS3 1DT",Proposal for erection of 6 no. dwellinghouses with associated works.,GRANTED subject to condition(s),GRANTED subject to condition(s),-902465536,0,0,175363
175365,12/04884/VP,"60 Britton GardensBristolBS15 1TF",T2 Sycamore - reduce crown to previous growth/pruning points. TPO 919.,GRANTED,GRANTED,-1766465536,0,0,175365
175366,12/04771/FB,"Playing FieldSouth StreetBristol",Removal of existing railings and replacement with 1.8m high railings with entrance gates and arches. Creation of a 1.5m wide coloured tarmac path across the playing field linking to the existing path network . Provision of 3 lighting columns. Erection of 5no. entrance arches into park at main entrance points . New coloured tarmac to the ACTA garden and creation of a link from ACTA garden to South Street Park.  New bins and benches as shown on plan.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1554902016,0,0,175366
175367,12/04885/VP,"61 Britton GardensBristolBS15 1TF",TPO 919. T1 Sugar Maple (Acer saccharaum) - remove crown to previous growth points.,GRANTED,GRANTED,-1766465536,0,0,175367
175368,12/04887/VP,"Red Maids SchoolWestbury RoadBristolBS9 3AW","TPO 585 . Beech tree - remove 4 branches, circa 20cm diameter to reduce end loaded weight of ascending lateral.",GRANTED,GRANTED,-1766465536,0,0,175368
175375,12/00660/H,"180A Overndale RoadBristolBS16 2RH",Remove existing roof to ground floor extension and build a bedroom with en-suite on first floor.,GRANTED subject to condition(s),GRANTED subject to condition(s),95570944,0,0,175375
175376,12/00662/H,"82 Coombe DaleBristolBS9 2JE",Erection of external insulation cladding with rendered/paint finish to existing PRC house.,GRANTED subject to condition(s),GRANTED subject to condition(s),109301760,0,0,175376
175378,12/00746/FB,"Blaise Primary & Nursery SchoolClavell RoadBristolBS10 7EJ",Installation of 9 rows of 40 solar PV panels on the south west facing roof of the main school building.,GRANTED subject to condition(s),GRANTED subject to condition(s),354770944,0,0,175378
175384,12/01212/VP,"Chestnut CourtVicarage RoadBedminster DownBristol","TPO 601. T1, T2, T3, T4, T5 Sycamore (Acer pseudoplatanus) remove sucker growth. T6 Horse Chestnut (Aescullus hippocastanum) remove sucker growth.",GRANTED,GRANTED,354770944,0,0,175384
175385,12/01171/H,"205 Cranbrook RoadBristolBS6 7QU",Proposed first floor rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),959570944,0,0,175385
175386,12/01286/H,"118 Cranbrook RoadBristolBS6 7DD",Single storey extension to the rear.,GRANTED subject to condition(s),GRANTED subject to condition(s),-2125796352,0,0,175386
175388,12/01391/H,"71 Buller RoadBristolBS4 2LW",Single storey extension to rear and raised deck.,GRANTED subject to condition(s),GRANTED subject to condition(s),2082770944,0,0,175388
175389,12/01574/F,"1A Kingsmead RoadBristolBS5 7RJ",Change of use from dwelling to nursery baby unit.,GRANTED subject to condition(s),GRANTED subject to condition(s),-570596352,0,0,175389
175392,12/02160/LA,"Rose Of DenmarkDowry PlaceBristolBS8 4QL","Replacement pub signage - 2no sets of written lettering (externally Illuminated); 1no wall mounted double sided pictorial hanging sign (externally illuminated); 2no sets of hand finished displays; 2no menu cases and 3 no lanterns.",GRANTED subject to condition(s),GRANTED subject to condition(s),1935003648,0,0,175392
175393,12/02164/H,"Four Stacks23 Kings Weston RoadBristolBS10 7QT",Proposed loft conversion.,GRANTED subject to condition(s),GRANTED subject to condition(s),34203648,0,0,175393
175395,12/02170/H,"20 Greenbank RoadSouthvilleBristolBS3 1RH",Erect decking in rear garden. Retrospective application.,GRANTED subject to condition(s),GRANTED subject to condition(s),1330203648,0,0,175395
175396,12/02328/H,"10 Stanley AvenueBristolBS7 9AH",Rear dormer loft conversion to provide additional bedroom with ensuite and balcony.,GRANTED subject to condition(s),GRANTED subject to condition(s),1762203648,0,0,175396
175397,12/02364/F,"First Floor Flat58 Nevil RoadBristolBS7 9EH",Removal of 8 x existing aluminium/wood windows and replacement with PVC-U windows. Enlargement of existing rear door (to roof terrace) to double width and fitting of double doors.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1063963648,0,0,175397
175403,12/02920/F,"Rear Of233 Gloucester RoadBishopstonBristolBS7 8NR","Proposed demolition of old store and erection of 3 apartments (1 x 2-bed, 1 x 3-bed and 1 x 6-bed).",GRANTED subject to condition(s),GRANTED subject to condition(s),2046436352,0,0,175403
175404,12/02922/F,"St Monica CourtCote LaneBristol","Installation of one additional 600mm transmission dish, together with other, minor ancillary development.",GRANTED subject to condition(s),GRANTED subject to condition(s),-174930944,0,0,175404
